pos_order_number,sku_id,qty,total_amount,order_date,promotion_code,promotion_name_zh,promotion_name_en,promotion_label,promotion_discount_amount,cashier,hybris_sync_date,mall_dollar_rebate_amount
TCS0320260304103312,H1688001_S_10188029,6,36,2026-03-04,,,,,,HYTO,"0000-00-00 00:00:00",NULL
GIN0220260304103318,H1688001_S_10112504,12,39.8,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,8.2,MF231068,"0000-00-00 00:00:00",NULL
MSP0020260304103321,H1688001_S_10111282,1,87.9,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,MF250142,"0000-00-00 00:00:00",NULL
GIN0220260304103336,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF231068,"0000-00-00 00:00:00",NULL
GIN0220260304103356,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF231068,"0000-00-00 00:00:00",NULL
YTS0220260304103405,H1688001_S_10111270,6,67.8,2026-03-04,PROMO_32530,"<FRUIT>  ALL 日本王林蘋果: $33.9/3個","<FRUIT> Buy More Save More: $33.9/3個",RM_DISCOUNT_SKU_LEVEL,10.2,CHWONG,"0000-00-00 00:00:00",NULL
YTS0220260304103405,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,CHWONG,"0000-00-00 00:00:00",NULL
SCE0120260304103357,H1688001_S_10111284,2,89.9,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,89.9,HTCHOW,"0000-00-00 00:00:00",NULL
SHE0120260304103412,H1688001_S_10112341,2,79.9,2026-03-04,PROMO_31311|PROMO_32539,"<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒|送檸檬碳酸1支(2)","<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,10.1|10.0,KFHO,"0000-00-00 00:00:00",NULL
SHE0120260304103412,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,KFHO,"0000-00-00 00:00:00",NULL
SHE0120260304103412,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,KFHO,"0000-00-00 00:00:00",NULL
STL0120260304103429,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,MF250276,"2000-03-08 00:00:00",NULL
SHE0120260304103449,H1688001_S_10111868,1,47.9,2026-03-04,PROMO_4347|PROMO_32536,"Auto 長者會員每件-$2|送檸檬碳酸1支(1)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(1)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|10.0,KFHO,"0000-00-00 00:00:00",NULL
SHE0120260304103449,H0888001_S_10161394,1,8,2026-03-04,PROMO_4347|PROMO_32536,"Auto 長者會員每件-$2|送檸檬碳酸1支(1)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(1)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|8.0,KFHO,"0000-00-00 00:00:00",NULL
TCS0320260304103512,H1688001_S_10188009,2,12,2026-03-04,,,,,,HYTO,"0000-00-00 00:00:00",NULL
TCS0320260304103512,H0888001_S_10160755,3,30,2026-03-04,PROMO_26675|PROMO_32482,"<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支","<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,8.0|16.0,HYTO,"0000-00-00 00:00:00",NULL
FTC0020260304103530,H0888001_S_10143148,1,33,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,MF250141,"0000-00-00 00:00:00",NULL
FTC0020260304103530,H1688001_S_10112163,1,14.8,2026-03-04,PROMO_4347|PROMO_29441,"Auto 長者會員每件-$2|<水果>消費換購","Auto Senior Club Member -$2/pcs|<水果>消費換購",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|1.2,MF250141,"0000-00-00 00:00:00",NULL
MCS0020260304103625,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,YYSHIH,"0000-00-00 00:00:00",NULL
SCE0120260304103631,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,HTCHOW,"2000-03-08 00:00:00",NULL
FTC0020260304103638,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF250141,"0000-00-00 00:00:00",NULL
GIN0220260304103640,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,MF231068,"0000-00-00 00:00:00",NULL
SHE0020260304103653,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,KFHO,"0000-00-00 00:00:00",NULL
SHE0020260304103653,H1688001_S_10111838,1,19.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,KFHO,"0000-00-00 00:00:00",NULL
SHE0020260304103653,H0888001_S_10160755,2,20,2026-03-04,PROMO_26675|PROMO_32536,"<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)","<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,8.0|8.0,KFHO,"0000-00-00 00:00:00",NULL
MSP0020260304103653,H1688001_S_10111838,1,27.9,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,MF250142,"0000-00-00 00:00:00",NULL
TCS0320260304103717,H1688001_S_10188009,2,12,2026-03-04,,,,,,HYTO,"0000-00-00 00:00:00",NULL
PMS0320260304103743,H0888001_S_10144447,2,179.8,2026-03-04,,,,,,YYMAK,"0000-00-00 00:00:00",NULL
PMS0320260304103743,H0888001_S_10138512,1,25,2026-03-04,,,,,,YYMAK,"0000-00-00 00:00:00",NULL
SRS0120260304103815,H1688001_S_10111271,6,9.9,2026-03-04,PROMO_32533|PROMO_32545,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個|送檸檬碳酸1支(6)","<FRUIT> Buy More Save More: $19.9/6|送檸檬碳酸1支(6)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,WYKAN,"0000-00-00 00:00:00",NULL
SRS0120260304103815,H0888001_S_10161394,1,10,2026-03-04,PROMO_26675|PROMO_32536,"<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)","<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|4.0,WYKAN,"0000-00-00 00:00:00",NULL
SRS0120260304103815,H0888001_S_10160755,1,10,2026-03-04,PROMO_26675|PROMO_32545,"<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(6)","<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(6)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|4.0,WYKAN,"0000-00-00 00:00:00",NULL
SRS0120260304103815,H1688001_S_10111838,1,19.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,WYKAN,"0000-00-00 00:00:00",NULL
TYS0020260304103646,H0888001_S_10138512,2,37.8,2026-03-04,PROMO_27950|PROMO_32554,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2|<TYS限定>星期一至五10-12 9折","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2|<TYS限定>星期一至五10-12 9折",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_ORDER_LEVEL,8.0|4.2,LMCHEUNG,"0000-00-00 00:00:00",NULL
TYS0020260304103646,H0888001_S_10161832,1,19.8,2026-03-04,PROMO_32554,"<TYS限定>星期一至五10-12 9折","<TYS限定>星期一至五10-12 9折",RM_DISCOUNT_ORDER_LEVEL,2.2,LMCHEUNG,"0000-00-00 00:00:00",NULL
TYS0020260304103646,H0888001_S_10018941,2,32.9,2026-03-04,PROMO_32146,消費換購2件,消費換購2件,RM_DISCOUNT_SKU_LEVEL,24.9,LMCHEUNG,"2000-03-29 00:00:00",NULL
SHE0020260304103842,H1688001_S_10112341,2,89.9,2026-03-04,PROMO_31311,"<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒","<FRUIT> Buy More Save More: $89.9/2",RM_DISCOUNT_SKU_LEVEL,10.1,KFHO,"0000-00-00 00:00:00",NULL
OWS0320260304103909,H0888001_S_10158734,2,16,2026-03-04,PROMO_4347|PROMO_30468,"Auto 長者會員每件-$2|<RM>貴州高原紅心雞蛋 $20/2","Auto Senior Club Member -$2/pcs|<RM>貴州高原紅心雞蛋 $20/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|10.0,LOMF,"2000-01-06 00:00:00",NULL
OWS0320260304103909,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,LOMF,"2000-03-08 00:00:00",NULL
PFB0020260304103914,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,TLCHAN,"0000-00-00 00:00:00",NULL
GIN0220260304103931,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF231068,"0000-00-00 00:00:00",NULL
GIN0220260304104047,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF231068,"0000-00-00 00:00:00",NULL
GIN0220260304104047,H1688001_S_10112304,2,49.9,2026-03-04,PROMO_32476,"<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒","<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒",RM_DISCOUNT_SKU_LEVEL,6.1,MF231068,"0000-00-00 00:00:00",NULL
TPS0120260304104054,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,MF230991,"0000-00-00 00:00:00",NULL
TYS0020260304103957,H0888001_S_10156232,1,86,2026-03-04,PROMO_4347|PROMO_29588,"Auto 長者會員每件-$2|消費換購1件","Auto Senior Club Member -$2/pcs|消費換購1件",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|21.0,LMCHEUNG,"0000-00-00 00:00:00",NULL
TYS0020260304103957,H0888001_S_10018941,2,28.9,2026-03-04,PROMO_4347|PROMO_32146,"Auto 長者會員每件-$2|消費換購2件","Auto Senior Club Member -$2/pcs|消費換購2件",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|24.9,LMCHEUNG,"0000-00-00 00:00:00",NULL
OWS0320260304104109,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,LOMF,"0000-00-00 00:00:00",NULL
GIN0220260304104132,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,MF231068,"2000-04-02 00:00:00",NULL
TCS0320260304104155,H1688001_S_10188009,2,12,2026-03-04,,,,,,HYTO,"2000-01-02 00:00:00",NULL
TCS0320260304104155,H0888001_S_10018941,2,28.9,2026-03-04,PROMO_4347|PROMO_32146,"Auto 長者會員每件-$2|消費換購2件","Auto Senior Club Member -$2/pcs|消費換購2件",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|24.9,HYTO,"0000-00-00 00:00:00",NULL
OWS0320260304104158,H1688001_S_10111271,6,9.9,2026-03-04,PROMO_32533|PROMO_32545,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個|送檸檬碳酸1支(6)","<FRUIT> Buy More Save More: $19.9/6|送檸檬碳酸1支(6)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,LOMF,"0000-00-00 00:00:00",NULL
OWS0320260304104158,H0888001_S_10161394,1,10,2026-03-04,PROMO_32545,送檸檬碳酸1支(6),送檸檬碳酸1支(6),RM_DISCOUNT_SKU_LEVEL,8.0,LOMF,"0000-00-00 00:00:00",NULL
GIN0220260304104206,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,MF231068,"0000-00-00 00:00:00",NULL
GRC0120260304104215,H0888001_S_10156966,1,83,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,MF240029,"0000-00-00 00:00:00",NULL
TYS0020260304104119,H0888001_S_10151677,1,56.5,2026-03-04,PROMO_4347|PROMO_32554,"Auto 長者會員每件-$2|<TYS限定>星期一至五10-12 9折","Auto Senior Club Member -$2/pcs|<TYS限定>星期一至五10-12 9折",PROMOTION|RM_DISCOUNT_ORDER_LEVEL,2.0|6.5,LMCHEUNG,"0000-00-00 00:00:00",NULL
TYS0020260304104119,H0888001_S_10158743,1,29.5,2026-03-04,PROMO_4347|PROMO_32554,"Auto 長者會員每件-$2|<TYS限定>星期一至五10-12 9折","Auto Senior Club Member -$2/pcs|<TYS限定>星期一至五10-12 9折",PROMOTION|RM_DISCOUNT_ORDER_LEVEL,2.0|3.5,LMCHEUNG,"0000-00-00 00:00:00",NULL
TCS0320260304104229,H1688001_S_10111281,1,98,2026-03-04,,,,,,HYTO,"0000-00-00 00:00:00",NULL
TCS0320260304104229,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,HYTO,"0000-00-00 00:00:00",NULL
FVG0220260304104242,H0888001_S_10144447,1,89.9,2026-03-04,,,,,,MF240107,"0000-00-00 00:00:00",NULL
GRC0120260304104242,H1688001_S_10111271,5,10,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,10.0,MF240029,"0000-00-00 00:00:00",NULL
GIN0220260304104256,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF231068,"0000-00-00 00:00:00",NULL
SHS0120260304104246,H0888001_S_40000057,1,37,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,LYCHUNG,"2000-03-07 00:00:00",NULL
SHS0120260304104246,H1688001_S_10112163,2,29.6,2026-03-04,PROMO_4347|PROMO_29441,"Auto 長者會員每件-$2|<水果>消費換購","Auto Senior Club Member -$2/pcs|<水果>消費換購",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|2.4,LYCHUNG,"0000-00-00 00:00:00",NULL
SHS0120260304104246,H0888001_S_10018941,2,28.9,2026-03-04,PROMO_4347|PROMO_32146,"Auto 長者會員每件-$2|消費換購2件","Auto Senior Club Member -$2/pcs|消費換購2件",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|24.9,LYCHUNG,"0000-00-00 00:00:00",NULL
TCS0320260304104304,H1688001_S_10111281,1,98,2026-03-04,,,,,,HYTO,"0000-00-00 00:00:00",NULL
TCS0320260304104326,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,HYTO,"0000-00-00 00:00:00",NULL
TYS0020260304104227,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,LMCHEUNG,"0000-00-00 00:00:00",NULL
SRS0120260304104348,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,WYKAN,"0000-00-00 00:00:00",NULL
GIN0220260304104341,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF231068,"0000-00-00 00:00:00",NULL
SHS0120260304104401,H0888001_S_10139862,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,LYCHUNG,"2000-04-02 00:00:00",NULL
SHS0120260304104401,H0888001_S_10018941,2,32.9,2026-03-04,PROMO_32146,消費換購2件,消費換購2件,RM_DISCOUNT_SKU_LEVEL,24.9,LYCHUNG,"2000-03-29 00:00:00",NULL
TWS0020260304104404,H0888001_S_10161394,1,10,2026-03-04,PROMO_32539,送檸檬碳酸1支(2),送檸檬碳酸1支(2),RM_DISCOUNT_SKU_LEVEL,8.0,MF250301,"0000-00-00 00:00:00",NULL
TWS0020260304104404,H1688001_S_10112341,2,79.9,2026-03-04,PROMO_31311|PROMO_32539,"<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒|送檸檬碳酸1支(2)","<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,10.1|10.0,MF250301,"0000-00-00 00:00:00",NULL
YTS0220260304104415,H0888001_S_10156232,1,88,2026-03-04,PROMO_29588,消費換購1件,消費換購1件,RM_DISCOUNT_SKU_LEVEL,21.0,CHWONG,"0000-00-00 00:00:00",NULL
YTS0220260304104415,H0888001_S_10161394,1,10,2026-03-04,PROMO_32482,"<RM> 買任何貨品 $10 換購一支","<RM> 買任何貨品 $10 換購一支",RM_DISCOUNT_SKU_LEVEL,8.0,CHWONG,"0000-00-00 00:00:00",NULL
HOM0320260304104339,H1688001_S_10111816,2,79.9,2026-03-04,PROMO_32410|PROMO_32539,"<FRUIT>  ALL 筒裝藍莓皇: $89.9/2筒|送檸檬碳酸1支(2)","<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,10.1|10.0,WHNG,"0000-00-00 00:00:00",NULL
HOM0320260304104339,H0888001_S_10161394,1,10,2026-03-04,PROMO_32539,送檸檬碳酸1支(2),送檸檬碳酸1支(2),RM_DISCOUNT_SKU_LEVEL,8.0,WHNG,"0000-00-00 00:00:00",NULL
SHE0020260304104434,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,KFHO,"0000-00-00 00:00:00",NULL
STL0120260304104434,H1688001_S_10111271,6,19.9,2026-03-04,PROMO_32533,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF250276,"0000-00-00 00:00:00",NULL
TWS0020260304104452,H1688001_S_10111284,1,89.9,2026-03-04,,,,,,MF250301,"0000-00-00 00:00:00",NULL
FVG0220260304104457,H0888001_S_10139862,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,MF240107,"0000-00-00 00:00:00",NULL
GIN0220260304104503,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,MF231068,"0000-00-00 00:00:00",NULL
TPS0120260304104511,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,MF230991,"0000-00-00 00:00:00",NULL
TPS0120260304104511,H1888001_S_16001724,1,18,2026-03-04,PROMO_4347|PROMO_29588,"Auto 長者會員每件-$2|消費換購1件","Auto Senior Club Member -$2/pcs|消費換購1件",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|5.0,MF230991,"0000-00-00 00:00:00",NULL
MCS0020260304104525,H1688001_S_10112341,2,75.9,2026-03-04,PROMO_4347|PROMO_31311|PROMO_32539,"Auto 長者會員每件-$2|<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|10.1|10.0,YYSHIH,"0000-00-00 00:00:00",NULL
MCS0020260304104525,H0888001_S_10161394,1,8,2026-03-04,PROMO_4347|PROMO_32539,"Auto 長者會員每件-$2|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|8.0,YYSHIH,"0000-00-00 00:00:00",NULL
MCS0020260304104525,H1888001_S_16001724,4,72,2026-03-04,PROMO_4347|PROMO_29588|PROMO_32488,"Auto 長者會員每件-$2|消費換購1件|<RM> 吸濕優惠$45/2","Auto Senior Club Member -$2/pcs|消費換購1件|<RM> 吸濕優惠$45/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,8.0|10.0|10.0,YYSHIH,"0000-00-00 00:00:00",NULL
SCE0120260304104527,H1688001_S_10111262,3,29.9,2026-03-04,PROMO_32096|PROMO_32542,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $39.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,5.1|10.0,HTCHOW,"0000-00-00 00:00:00",NULL
SCE0120260304104527,H0888001_S_10160755,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,HTCHOW,"0000-00-00 00:00:00",NULL
WME0020260304104527,H0888001_S_10139856,1,59.9,2026-03-04,,,,,,LCCHUNG,"0000-00-00 00:00:00",NULL
SHE0020260304104548,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,KFHO,"0000-00-00 00:00:00",NULL
SHE0020260304104548,H1688001_S_10112341,1,50,2026-03-04,,,,,,KFHO,"0000-00-00 00:00:00",NULL
SHE0020260304104548,H1688001_S_10112304,2,49.9,2026-03-04,PROMO_32476,"<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒","<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒",RM_DISCOUNT_SKU_LEVEL,6.1,KFHO,"0000-00-00 00:00:00",NULL
SHE0020260304104548,H0001001_S_plasticbag2,1,1,2026-03-04,,,,,,KFHO,"0000-00-00 00:00:00",NULL
SRS0120260304104559,H0888001_S_10139856,1,59.9,2026-03-04,,,,,,WYKAN,"0000-00-00 00:00:00",NULL
SCE0120260304104620,H0888001_S_10017740,2,55,2026-03-04,PROMO_31437,"日本櫻花雞蛋/新紀元雞蛋 $55/2","日本櫻花雞蛋/新紀元雞蛋 $55/2",RM_DISCOUNT_SKU_LEVEL,15.0,HTCHOW,"0000-00-00 00:00:00",NULL
SCE0120260304104620,H0888001_S_10144447,1,89.9,2026-03-04,,,,,,HTCHOW,"0000-00-00 00:00:00",NULL
GRC0120260304104620,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF240029,"0000-00-00 00:00:00",NULL
SHE0120260304104634,H0888001_S_10163060,1,35,2026-03-04,,,,,,KFHO,"0000-00-00 00:00:00",NULL
TCS0320260304104635,H1688001_S_10111284,1,89.9,2026-03-04,,,,,,HYTO,"0000-00-00 00:00:00",NULL
TCS0320260304104635,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,HYTO,"0000-00-00 00:00:00",NULL
TPS0120260304104652,H1688001_S_10111881,1,9.9,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,6.9,MF230991,"0000-00-00 00:00:00",NULL
